#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
10,Thu Jun 10 18:32:11 EDT 2021,71,0,Table,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter , ,AvatarTableFactoryMethodDefined BridgeSceneCallsAvatarTableFactoryMethod ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty TableIsGeneric TableSemantics TaggedTable ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,4,0,true,AvatarTableFactoryMethodDefined BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined TableIsGeneric TableSemantics TaggedTable ,,,AvatarTableFactoryMethodDefined-(0.0/2.0) BridgeSceneAvatarApproachCalled-(2.0/2.0) BridgeSceneCallsAvatarTableFactoryMethod-(0.0/2.0) BridgeSceneStringApproachMethodDefined-(2.0/2.0) TableIsGeneric-(0.0/10.0) TableSemantics-(0.0/25.0) TaggedTable-(0.0/2.0) ,AvatarTableFactoryMethodDefined BridgeSceneCallsAvatarTableFactoryMethod TableIsGeneric ,
11,Thu Jun 10 18:34:38 EDT 2021,71,0,Table,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter , ,AvatarTableFactoryMethodDefined BridgeSceneCallsAvatarTableFactoryMethod ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty TableIsGeneric TableSemantics TaggedTable ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,5,0,true,AvatarTableFactoryMethodDefined BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined TableIsGeneric TableSemantics TaggedTable ,,,AvatarTableFactoryMethodDefined-(0.0/2.0) BridgeSceneAvatarApproachCalled-(2.0/2.0) BridgeSceneCallsAvatarTableFactoryMethod-(0.0/2.0) BridgeSceneStringApproachMethodDefined-(2.0/2.0) TableIsGeneric-(0.0/10.0) TableSemantics-(0.0/25.0) TaggedTable-(0.0/2.0) ,AvatarTableFactoryMethodDefined BridgeSceneCallsAvatarTableFactoryMethod TableIsGeneric ,
12,Thu Jun 10 18:37:15 EDT 2021,71,0,Table,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter , ,AvatarTableFactoryMethodDefined BridgeSceneCallsAvatarTableFactoryMethod ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty TableIsGeneric TableSemantics TaggedTable ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,6,0,true,AvatarTableFactoryMethodDefined BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined TableIsGeneric TableSemantics TaggedTable ,,,AvatarTableFactoryMethodDefined-(0.0/2.0) BridgeSceneAvatarApproachCalled-(2.0/2.0) BridgeSceneCallsAvatarTableFactoryMethod-(0.0/2.0) BridgeSceneStringApproachMethodDefined-(2.0/2.0) TableIsGeneric-(0.0/10.0) TableSemantics-(0.0/25.0) TaggedTable-(0.0/2.0) ,AvatarTableFactoryMethodDefined BridgeSceneCallsAvatarTableFactoryMethod TableIsGeneric ,
13,Thu Jun 10 18:46:36 EDT 2021,80,9,Table,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined+ BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod+ BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric+ TableSemantics+ TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable+ , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,7,0,true,AvatarTableFactoryMethodDefined BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined TableIsGeneric TableSemantics TaggedTable ,,,AvatarTableFactoryMethodDefined-(2.0/2.0) BridgeSceneAvatarApproachCalled-(2.0/2.0) BridgeSceneCallsAvatarTableFactoryMethod-(2.0/2.0) BridgeSceneStringApproachMethodDefined-(2.0/2.0) TableIsGeneric-(10.0/10.0) TableSemantics-(25.0/25.0) TaggedTable-(2.0/2.0) ,,
14,Thu Jun 10 18:48:13 EDT 2021,80,0,A3Observables,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,7,1,true,BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent LocatablePropertyChangeListenersProperty Locatable_IS_A_PropertyListenerRegisterer TaggedLocatable ,,,BoundedShapeAnnouncesPropertyChangeEvent-(2.0/2.0) BoundedShapeInstantiatesPropertyChangeEvent-(2.0/2.0) LocatableAnnouncesPropertyChangeEvent-(2.0/2.0) LocatableInstantiatesPropertyChangeEvent-(2.0/2.0) LocatablePropertyChangeListenersProperty-(0.0/2.0) Locatable_IS_A_PropertyListenerRegisterer-(2.0/2.0) TaggedLocatable-(0.0/0.0) ,,
15,Thu Jun 10 18:48:27 EDT 2021,80,0,BridgeSceneController,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,7,2,true,ArthurBridgeSceneController GalahadBridgeSceneController LancelotBridgeSceneController RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TaggedBridgeSceneController ,,,ArthurBridgeSceneController-(10.0/10.0) GalahadBridgeSceneController-(10.0/10.0) LancelotBridgeSceneController-(10.0/10.0) RobinBridgeSceneController-(10.0/10.0) SceneControllerAccessesArthur-(2.0/2.0) SceneControllerAccessesGalahad-(2.0/2.0) SceneControllerAccessesLancelot-(2.0/2.0) SceneControllerAccessesRobin-(2.0/2.0) SceneControllerFactoryMethodDefined-(2.0/2.0) SceneControllerISAKeyListener-(2.0/2.0) SceneControllerISAMouseListener-(2.0/2.0) SceneControllerRegistersAsKeyListener-(2.0/2.0) SceneControllerRegistersAsMouseListener-(2.0/2.0) TaggedBridgeSceneController-(2.0/2.0) ,,
16,Thu Jun 10 18:48:44 EDT 2021,80,0,A3ConsoleSceneView,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,7,3,true,ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent ConsoleSceneViewRegistersWithLocatables TaggedConsoleSceneView ,,,ConsoleSceneViewGetsBridgeScene-(2.0/2.0) ConsoleSceneViewISAPropertyChangeListener-(2.0/2.0) ConsoleSceneViewPrintsPropertyChangeEvent-(2.0/2.0) ConsoleSceneViewRegistersWithLocatables-(0.0/2.0) TaggedConsoleSceneView-(2.0/2.0) ,,
17,Thu Jun 10 18:49:04 EDT 2021,80,0,DelegatingPainter,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,7,4,true,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod DelegatingViewFactoryMethodDefined ExistingPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints TaggedDelegatingView TaggedObservablePainter ,,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod DelegatingViewFactoryMethodDefined ExistingPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints TaggedDelegatingView TaggedObservablePainter ,A3MainCallsDelegatingViewFactoryMethod-(2.0/2.0) A3MainCallsObservablePainterFactoryMethod-(2.0/2.0) DelegatingViewFactoryMethodDefined-(2.0/2.0) ExistingPaintListener-(20.0/20.0) ObservablePainterFactoryMethodDefined-(2.0/2.0) PaintListenerISAPropertyChangeListener-(2.0/2.0) PaintListenerPaintDefined-(2.0/2.0) PaintListenerRepaints-(2.0/2.0) TaggedDelegatingView-(2.0/2.0) TaggedObservablePainter-(2.0/2.0) ,,
18,Thu Jun 10 19:13:31 EDT 2021,80,0,BridgeSceneController,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3MainCallsInheritingPainterFactoryMethod InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,8,0,true,ArthurBridgeSceneController GalahadBridgeSceneController LancelotBridgeSceneController RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TaggedBridgeSceneController ,,,ArthurBridgeSceneController-(10.0/10.0) GalahadBridgeSceneController-(10.0/10.0) LancelotBridgeSceneController-(10.0/10.0) RobinBridgeSceneController-(10.0/10.0) SceneControllerAccessesArthur-(2.0/2.0) SceneControllerAccessesGalahad-(2.0/2.0) SceneControllerAccessesLancelot-(2.0/2.0) SceneControllerAccessesRobin-(2.0/2.0) SceneControllerFactoryMethodDefined-(2.0/2.0) SceneControllerISAKeyListener-(2.0/2.0) SceneControllerISAMouseListener-(2.0/2.0) SceneControllerRegistersAsKeyListener-(2.0/2.0) SceneControllerRegistersAsMouseListener-(2.0/2.0) TaggedBridgeSceneController-(2.0/2.0) ,,
19,Thu Jun 10 19:37:25 EDT 2021,62,0,DelegatingPainter,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3Encapsulation A3InterfaceAsType A3MainCallsInheritingPainterFactoryMethod A3MnemonicNames A3NamedConstants A3NamingConventions A3NoHiddenFields A3NoStarImports A3NonPublicAccessModifiersMatched A3PackageDeclarations A3PublicMethodsOverride A3SimplifyBooleanExpressions A3SimplifyBooleanReturns AvatarTableSemantics InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,9,0,true,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod DelegatingViewFactoryMethodDefined ExistingPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints TaggedDelegatingView TaggedObservablePainter ,,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod DelegatingViewFactoryMethodDefined ExistingPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints TaggedDelegatingView TaggedObservablePainter ,A3MainCallsDelegatingViewFactoryMethod-(2.0/2.0) A3MainCallsObservablePainterFactoryMethod-(2.0/2.0) DelegatingViewFactoryMethodDefined-(2.0/2.0) ExistingPaintListener-(20.0/20.0) ObservablePainterFactoryMethodDefined-(2.0/2.0) PaintListenerISAPropertyChangeListener-(2.0/2.0) PaintListenerPaintDefined-(2.0/2.0) PaintListenerRepaints-(2.0/2.0) TaggedDelegatingView-(2.0/2.0) TaggedObservablePainter-(2.0/2.0) ,,
20,Thu Jun 10 19:37:46 EDT 2021,62,0,BridgeSceneController,A3MainCallsDelegatingViewFactoryMethod A3MainCallsObservablePainterFactoryMethod ArthurBridgeSceneController AvatarTableFactoryMethodDefined BoundedShapeAnnouncesPropertyChangeEvent BoundedShapeInstantiatesPropertyChangeEvent BridgeSceneAvatarApproachCalled BridgeSceneCallsAvatarTableFactoryMethod BridgeSceneStringApproachMethodDefined ConsoleSceneViewGetsBridgeScene ConsoleSceneViewISAPropertyChangeListener ConsoleSceneViewPrintsPropertyChangeEvent DelegatingViewFactoryMethodDefined ExistingPaintListener GalahadBridgeSceneController LancelotBridgeSceneController LocatableAnnouncesPropertyChangeEvent LocatableInstantiatesPropertyChangeEvent Locatable_IS_A_PropertyListenerRegisterer NewPaintListener ObservablePainterFactoryMethodDefined PaintListenerISAPropertyChangeListener PaintListenerPaintDefined PaintListenerRepaints RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TableIsGeneric TableSemantics TaggedBridgeSceneController TaggedConsoleSceneView TaggedDelegatingView TaggedLocatable TaggedObservablePainter TaggedTable , ,ConsoleSceneViewRegistersWithLocatables LocatablePropertyChangeListenersProperty ,A3CommonPropertiesAreInherited A3CommonSignaturesAreInherited A3Encapsulation A3InterfaceAsType A3MainCallsInheritingPainterFactoryMethod A3MnemonicNames A3NamedConstants A3NamingConventions A3NoHiddenFields A3NoStarImports A3NonPublicAccessModifiersMatched A3PackageDeclarations A3PublicMethodsOverride A3SimplifyBooleanExpressions A3SimplifyBooleanReturns AvatarTableSemantics InheritingPainterDraws InheritingPainterFactoryMethodDefined InheritingPainterPaintDefined InheritingPainterRegistersWithLocatables InheritingPainterRepaints InheritingViewISAPropertyChangeListener TaggedInheritingPainter ,9,1,true,ArthurBridgeSceneController GalahadBridgeSceneController LancelotBridgeSceneController RobinBridgeSceneController SceneControllerAccessesArthur SceneControllerAccessesGalahad SceneControllerAccessesLancelot SceneControllerAccessesRobin SceneControllerFactoryMethodDefined SceneControllerISAKeyListener SceneControllerISAMouseListener SceneControllerRegistersAsKeyListener SceneControllerRegistersAsMouseListener TaggedBridgeSceneController ,,,ArthurBridgeSceneController-(10.0/10.0) GalahadBridgeSceneController-(10.0/10.0) LancelotBridgeSceneController-(10.0/10.0) RobinBridgeSceneController-(10.0/10.0) SceneControllerAccessesArthur-(2.0/2.0) SceneControllerAccessesGalahad-(2.0/2.0) SceneControllerAccessesLancelot-(2.0/2.0) SceneControllerAccessesRobin-(2.0/2.0) SceneControllerFactoryMethodDefined-(2.0/2.0) SceneControllerISAKeyListener-(2.0/2.0) SceneControllerISAMouseListener-(2.0/2.0) SceneControllerRegistersAsKeyListener-(2.0/2.0) SceneControllerRegistersAsMouseListener-(2.0/2.0) TaggedBridgeSceneController-(2.0/2.0) ,,
